Name_of_pre.generated_SBGN_file	pathway.database	PATHWAY_URI	sub.database	pathway.id	DISPLAY_NAME
P401-PWY.sbgn	MetaCyc		MetaCyc	P401-PWY	P401-PWY
P41-PWY.sbgn	MetaCyc		MetaCyc	P41-PWY	P41-PWY
P42-PWY.sbgn	MetaCyc		MetaCyc	P42-PWY	P42-PWY
P421-PWY.sbgn	MetaCyc		MetaCyc	P421-PWY	P421-PWY
P481-PWY.sbgn	MetaCyc		MetaCyc	P481-PWY	P481-PWY
P482-PWY.sbgn	MetaCyc		MetaCyc	P482-PWY	P482-PWY
P483-PWY.sbgn	MetaCyc		MetaCyc	P483-PWY	P483-PWY
P541-PWY.sbgn	MetaCyc		MetaCyc	P541-PWY	P541-PWY
P542-PWY.sbgn	MetaCyc		MetaCyc	P542-PWY	P542-PWY
P561-PWY.sbgn	MetaCyc		MetaCyc	P561-PWY	P561-PWY
P562-PWY.sbgn	MetaCyc		MetaCyc	P562-PWY	P562-PWY
P581-PWY.sbgn	MetaCyc		MetaCyc	P581-PWY	P581-PWY
P601-PWY.sbgn	MetaCyc		MetaCyc	P601-PWY	P601-PWY
P621-PWY.sbgn	MetaCyc		MetaCyc	P621-PWY	P621-PWY
P641-PWY.sbgn	MetaCyc		MetaCyc	P641-PWY	P641-PWY
P661-PWY.sbgn	MetaCyc		MetaCyc	P661-PWY	P661-PWY
P662-PWY.sbgn	MetaCyc		MetaCyc	P662-PWY	P662-PWY
PANTO-PWY.sbgn	MetaCyc		MetaCyc	PANTO-PWY	PANTO-PWY
PANTOSYN-PWY.sbgn	MetaCyc		MetaCyc	PANTOSYN-PWY	PANTOSYN-PWY
PARATHION-DEGRADATION-PWY.sbgn	MetaCyc		MetaCyc	PARATHION-DEGRADATION-PWY	PARATHION-DEGRADATION-PWY
PCEDEG-PWY.sbgn	MetaCyc		MetaCyc	PCEDEG-PWY	PCEDEG-PWY
PCPDEG-PWY.sbgn	MetaCyc		MetaCyc	PCPDEG-PWY	PCPDEG-PWY
PENTOSE-P-PWY.sbgn	MetaCyc		MetaCyc	PENTOSE-P-PWY	PENTOSE-P-PWY
PEPTIDOGLYCANSYN-PWY.sbgn	MetaCyc		MetaCyc	PEPTIDOGLYCANSYN-PWY	PEPTIDOGLYCANSYN-PWY
PHENOLDEG-PWY.sbgn	MetaCyc		MetaCyc	PHENOLDEG-PWY	PHENOLDEG-PWY
PHENYLALANINE-DEG1-PWY.sbgn	MetaCyc		MetaCyc	PHENYLALANINE-DEG1-PWY	PHENYLALANINE-DEG1-PWY
PHESYN.sbgn	MetaCyc		MetaCyc	PHESYN	PHESYN
PHOSLIPSYN-PWY.sbgn	MetaCyc		MetaCyc	PHOSLIPSYN-PWY	PHOSLIPSYN-PWY
PHOSLIPSYN2-PWY.sbgn	MetaCyc		MetaCyc	PHOSLIPSYN2-PWY	PHOSLIPSYN2-PWY
PHOSPHONOTASE-PWY.sbgn	MetaCyc		MetaCyc	PHOSPHONOTASE-PWY	PHOSPHONOTASE-PWY
PLPSAL-PWY.sbgn	MetaCyc		MetaCyc	PLPSAL-PWY	PLPSAL-PWY
POLYAMINSYN3-PWY.sbgn	MetaCyc		MetaCyc	POLYAMINSYN3-PWY	POLYAMINSYN3-PWY
POLYAMSYN-PWY.sbgn	MetaCyc		MetaCyc	POLYAMSYN-PWY	POLYAMSYN-PWY
POLYISOPRENSYN-PWY.sbgn	MetaCyc		MetaCyc	POLYISOPRENSYN-PWY	POLYISOPRENSYN-PWY
PPGPPMET-PWY.sbgn	MetaCyc		MetaCyc	PPGPPMET-PWY	PPGPPMET-PWY
PROPFERM-PWY.sbgn	MetaCyc		MetaCyc	PROPFERM-PWY	PROPFERM-PWY
PROPIONMET-PWY.sbgn	MetaCyc		MetaCyc	PROPIONMET-PWY	PROPIONMET-PWY
PROSYN-PWY.sbgn	MetaCyc		MetaCyc	PROSYN-PWY	PROSYN-PWY
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY.sbgn	MetaCyc		MetaCyc	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY
PROUT-PWY.sbgn	MetaCyc		MetaCyc	PROUT-PWY	PROUT-PWY
PUTDEG-PWY.sbgn	MetaCyc		MetaCyc	PUTDEG-PWY	PUTDEG-PWY
PWY-0.sbgn	MetaCyc		MetaCyc	PWY-0	PWY-0
PWY-1.sbgn	MetaCyc		MetaCyc	PWY-1	PWY-1
PWY-1001.sbgn	MetaCyc		MetaCyc	PWY-1001	PWY-1001
PWY-101.sbgn	MetaCyc		MetaCyc	PWY-101	PWY-101
PWY-102.sbgn	MetaCyc		MetaCyc	PWY-102	PWY-102
PWY-1042.sbgn	MetaCyc		MetaCyc	PWY-1042	PWY-1042
PWY-1061.sbgn	MetaCyc		MetaCyc	PWY-1061	PWY-1061
PWY-1081.sbgn	MetaCyc		MetaCyc	PWY-1081	PWY-1081
PWY-112.sbgn	MetaCyc		MetaCyc	PWY-112	PWY-112
PWY-1121.sbgn	MetaCyc		MetaCyc	PWY-1121	PWY-1121
PWY-116.sbgn	MetaCyc		MetaCyc	PWY-116	PWY-116
PWY-1164.sbgn	MetaCyc		MetaCyc	PWY-1164	PWY-1164
PWY-1186.sbgn	MetaCyc		MetaCyc	PWY-1186	PWY-1186
PWY-1187.sbgn	MetaCyc		MetaCyc	PWY-1187	PWY-1187
PWY-12.sbgn	MetaCyc		MetaCyc	PWY-12	PWY-12
PWY-1263.sbgn	MetaCyc		MetaCyc	PWY-1263	PWY-1263
PWY-1264.sbgn	MetaCyc		MetaCyc	PWY-1264	PWY-1264
PWY-1269.sbgn	MetaCyc		MetaCyc	PWY-1269	PWY-1269
PWY-1281.sbgn	MetaCyc		MetaCyc	PWY-1281	PWY-1281
PWY-13.sbgn	MetaCyc		MetaCyc	PWY-13	PWY-13
PWY-1341.sbgn	MetaCyc		MetaCyc	PWY-1341	PWY-1341
PWY-1361.sbgn	MetaCyc		MetaCyc	PWY-1361	PWY-1361
PWY-1381.sbgn	MetaCyc		MetaCyc	PWY-1381	PWY-1381
PWY-142.sbgn	MetaCyc		MetaCyc	PWY-142	PWY-142
PWY-1422.sbgn	MetaCyc		MetaCyc	PWY-1422	PWY-1422
PWY-1501.sbgn	MetaCyc		MetaCyc	PWY-1501	PWY-1501
PWY-1541.sbgn	MetaCyc		MetaCyc	PWY-1541	PWY-1541
PWY-1581.sbgn	MetaCyc		MetaCyc	PWY-1581	PWY-1581
PWY-1622.sbgn	MetaCyc		MetaCyc	PWY-1622	PWY-1622
PWY-1641.sbgn	MetaCyc		MetaCyc	PWY-1641	PWY-1641
PWY-1701.sbgn	MetaCyc		MetaCyc	PWY-1701	PWY-1701
PWY-1722.sbgn	MetaCyc		MetaCyc	PWY-1722	PWY-1722
PWY-1723.sbgn	MetaCyc		MetaCyc	PWY-1723	PWY-1723
PWY-1741.sbgn	MetaCyc		MetaCyc	PWY-1741	PWY-1741
PWY-1781.sbgn	MetaCyc		MetaCyc	PWY-1781	PWY-1781
PWY-1782.sbgn	MetaCyc		MetaCyc	PWY-1782	PWY-1782
PWY-1801.sbgn	MetaCyc		MetaCyc	PWY-1801	PWY-1801
PWY-181.sbgn	MetaCyc		MetaCyc	PWY-181	PWY-181
PWY-1822.sbgn	MetaCyc		MetaCyc	PWY-1822	PWY-1822
PWY-1861.sbgn	MetaCyc		MetaCyc	PWY-1861	PWY-1861
PWY-1881.sbgn	MetaCyc		MetaCyc	PWY-1881	PWY-1881
PWY-1882.sbgn	MetaCyc		MetaCyc	PWY-1882	PWY-1882
PWY-1901.sbgn	MetaCyc		MetaCyc	PWY-1901	PWY-1901
PWY-1921.sbgn	MetaCyc		MetaCyc	PWY-1921	PWY-1921
PWY-1961.sbgn	MetaCyc		MetaCyc	PWY-1961	PWY-1961
PWY-1962.sbgn	MetaCyc		MetaCyc	PWY-1962	PWY-1962
PWY-1981.sbgn	MetaCyc		MetaCyc	PWY-1981	PWY-1981
PWY-2.sbgn	MetaCyc		MetaCyc	PWY-2	PWY-2
PWY-2002.sbgn	MetaCyc		MetaCyc	PWY-2002	PWY-2002
PWY-2021.sbgn	MetaCyc		MetaCyc	PWY-2021	PWY-2021
PWY-2055.sbgn	MetaCyc		MetaCyc	PWY-2055	PWY-2055
PWY-2083.sbgn	MetaCyc		MetaCyc	PWY-2083	PWY-2083
PWY-2161.sbgn	MetaCyc		MetaCyc	PWY-2161	PWY-2161
PWY-2161B.sbgn	MetaCyc		MetaCyc	PWY-2161B	PWY-2161B
PWY-2181.sbgn	MetaCyc		MetaCyc	PWY-2181	PWY-2181
PWY-2201.sbgn	MetaCyc		MetaCyc	PWY-2201	PWY-2201
PWY-2221.sbgn	MetaCyc		MetaCyc	PWY-2221	PWY-2221
PWY-2229.sbgn	MetaCyc		MetaCyc	PWY-2229	PWY-2229
PWY-2242.sbgn	MetaCyc		MetaCyc	PWY-2242	PWY-2242
PWY-2261.sbgn	MetaCyc		MetaCyc	PWY-2261	PWY-2261
PWY-2301.sbgn	MetaCyc		MetaCyc	PWY-2301	PWY-2301
PWY-2321.sbgn	MetaCyc		MetaCyc	PWY-2321	PWY-2321
PWY-2343.sbgn	MetaCyc		MetaCyc	PWY-2343	PWY-2343
PWY-2345.sbgn	MetaCyc		MetaCyc	PWY-2345	PWY-2345
PWY-2361.sbgn	MetaCyc		MetaCyc	PWY-2361	PWY-2361
PWY-2381.sbgn	MetaCyc		MetaCyc	PWY-2381	PWY-2381
PWY-241.sbgn	MetaCyc		MetaCyc	PWY-241	PWY-241
PWY-2421.sbgn	MetaCyc		MetaCyc	PWY-2421	PWY-2421
PWY-2463.sbgn	MetaCyc		MetaCyc	PWY-2463	PWY-2463
PWY-2464.sbgn	MetaCyc		MetaCyc	PWY-2464	PWY-2464
PWY-2467.sbgn	MetaCyc		MetaCyc	PWY-2467	PWY-2467
PWY-2501.sbgn	MetaCyc		MetaCyc	PWY-2501	PWY-2501
PWY-2503.sbgn	MetaCyc		MetaCyc	PWY-2503	PWY-2503
PWY-2504.sbgn	MetaCyc		MetaCyc	PWY-2504	PWY-2504
PWY-2541.sbgn	MetaCyc		MetaCyc	PWY-2541	PWY-2541
PWY-2561.sbgn	MetaCyc		MetaCyc	PWY-2561	PWY-2561
PWY-2582.sbgn	MetaCyc		MetaCyc	PWY-2582	PWY-2582
PWY-2601.sbgn	MetaCyc		MetaCyc	PWY-2601	PWY-2601
PWY-2622.sbgn	MetaCyc		MetaCyc	PWY-2622	PWY-2622
PWY-2661.sbgn	MetaCyc		MetaCyc	PWY-2661	PWY-2661
PWY-2681.sbgn	MetaCyc		MetaCyc	PWY-2681	PWY-2681
PWY-2701.sbgn	MetaCyc		MetaCyc	PWY-2701	PWY-2701
PWY-2721.sbgn	MetaCyc		MetaCyc	PWY-2721	PWY-2721
PWY-2722.sbgn	MetaCyc		MetaCyc	PWY-2722	PWY-2722
PWY-2723.sbgn	MetaCyc		MetaCyc	PWY-2723	PWY-2723
PWY-2724.sbgn	MetaCyc		MetaCyc	PWY-2724	PWY-2724
PWY-2761.sbgn	MetaCyc		MetaCyc	PWY-2761	PWY-2761
PWY-2762.sbgn	MetaCyc		MetaCyc	PWY-2762	PWY-2762
PWY-2781.sbgn	MetaCyc		MetaCyc	PWY-2781	PWY-2781
PWY-282.sbgn	MetaCyc		MetaCyc	PWY-282	PWY-282
PWY-2821.sbgn	MetaCyc		MetaCyc	PWY-2821	PWY-2821
PWY-283.sbgn	MetaCyc		MetaCyc	PWY-283	PWY-283
PWY-2841.sbgn	MetaCyc		MetaCyc	PWY-2841	PWY-2841
PWY-2861.sbgn	MetaCyc		MetaCyc	PWY-2861	PWY-2861
PWY-2881.sbgn	MetaCyc		MetaCyc	PWY-2881	PWY-2881
PWY-2901.sbgn	MetaCyc		MetaCyc	PWY-2901	PWY-2901
PWY-2902.sbgn	MetaCyc		MetaCyc	PWY-2902	PWY-2902
PWY-2904.sbgn	MetaCyc		MetaCyc	PWY-2904	PWY-2904
PWY-2921.sbgn	MetaCyc		MetaCyc	PWY-2921	PWY-2921
PWY-2941.sbgn	MetaCyc		MetaCyc	PWY-2941	PWY-2941
PWY-2942.sbgn	MetaCyc		MetaCyc	PWY-2942	PWY-2942
PWY-2961.sbgn	MetaCyc		MetaCyc	PWY-2961	PWY-2961
PWY-2981.sbgn	MetaCyc		MetaCyc	PWY-2981	PWY-2981
PWY-3.sbgn	MetaCyc		MetaCyc	PWY-3	PWY-3
PWY-3001.sbgn	MetaCyc		MetaCyc	PWY-3001	PWY-3001
PWY-301.sbgn	MetaCyc		MetaCyc	PWY-301	PWY-301
PWY-3022.sbgn	MetaCyc		MetaCyc	PWY-3022	PWY-3022
PWY-3041.sbgn	MetaCyc		MetaCyc	PWY-3041	PWY-3041
PWY-3042.sbgn	MetaCyc		MetaCyc	PWY-3042	PWY-3042
PWY-3061.sbgn	MetaCyc		MetaCyc	PWY-3061	PWY-3061
PWY-3081.sbgn	MetaCyc		MetaCyc	PWY-3081	PWY-3081
PWY-3097.sbgn	MetaCyc		MetaCyc	PWY-3097	PWY-3097
PWY-31.sbgn	MetaCyc		MetaCyc	PWY-31	PWY-31
PWY-3101.sbgn	MetaCyc		MetaCyc	PWY-3101	PWY-3101
PWY-3121.sbgn	MetaCyc		MetaCyc	PWY-3121	PWY-3121
PWY-3161.sbgn	MetaCyc		MetaCyc	PWY-3161	PWY-3161
PWY-3162.sbgn	MetaCyc		MetaCyc	PWY-3162	PWY-3162
PWY-3181.sbgn	MetaCyc		MetaCyc	PWY-3181	PWY-3181
PWY-321.sbgn	MetaCyc		MetaCyc	PWY-321	PWY-321
PWY-3221.sbgn	MetaCyc		MetaCyc	PWY-3221	PWY-3221
PWY-3261.sbgn	MetaCyc		MetaCyc	PWY-3261	PWY-3261
PWY-3282.sbgn	MetaCyc		MetaCyc	PWY-3282	PWY-3282
PWY-3301.sbgn	MetaCyc		MetaCyc	PWY-3301	PWY-3301
PWY-3341.sbgn	MetaCyc		MetaCyc	PWY-3341	PWY-3341
PWY-3385.sbgn	MetaCyc		MetaCyc	PWY-3385	PWY-3385
PWY-3461.sbgn	MetaCyc		MetaCyc	PWY-3461	PWY-3461
PWY-3462.sbgn	MetaCyc		MetaCyc	PWY-3462	PWY-3462
PWY-3481.sbgn	MetaCyc		MetaCyc	PWY-3481	PWY-3481
PWY-3502.sbgn	MetaCyc		MetaCyc	PWY-3502	PWY-3502
PWY-3542.sbgn	MetaCyc		MetaCyc	PWY-3542	PWY-3542
PWY-3561.sbgn	MetaCyc		MetaCyc	PWY-3561	PWY-3561
PWY-3581.sbgn	MetaCyc		MetaCyc	PWY-3581	PWY-3581
PWY-3602.sbgn	MetaCyc		MetaCyc	PWY-3602	PWY-3602
PWY-361.sbgn	MetaCyc		MetaCyc	PWY-361	PWY-361
PWY-3621.sbgn	MetaCyc		MetaCyc	PWY-3621	PWY-3621
PWY-3641.sbgn	MetaCyc		MetaCyc	PWY-3641	PWY-3641
PWY-3661-1.sbgn	MetaCyc		MetaCyc	PWY-3661-1	PWY-3661-1
PWY-3661.sbgn	MetaCyc		MetaCyc	PWY-3661	PWY-3661
PWY-3721.sbgn	MetaCyc		MetaCyc	PWY-3721	PWY-3721
PWY-3722.sbgn	MetaCyc		MetaCyc	PWY-3722	PWY-3722
PWY-3801.sbgn	MetaCyc		MetaCyc	PWY-3801	PWY-3801
PWY-381.sbgn	MetaCyc		MetaCyc	PWY-381	PWY-381
PWY-3821.sbgn	MetaCyc		MetaCyc	PWY-3821	PWY-3821
PWY-3841.sbgn	MetaCyc		MetaCyc	PWY-3841	PWY-3841
PWY-3861.sbgn	MetaCyc		MetaCyc	PWY-3861	PWY-3861
PWY-3881.sbgn	MetaCyc		MetaCyc	PWY-3881	PWY-3881
PWY-3901.sbgn	MetaCyc		MetaCyc	PWY-3901	PWY-3901
PWY-3941.sbgn	MetaCyc		MetaCyc	PWY-3941	PWY-3941
PWY-3961.sbgn	MetaCyc		MetaCyc	PWY-3961	PWY-3961
PWY-3981.sbgn	MetaCyc		MetaCyc	PWY-3981	PWY-3981
PWY-3982.sbgn	MetaCyc		MetaCyc	PWY-3982	PWY-3982
PWY-4.sbgn	MetaCyc		MetaCyc	PWY-4	PWY-4
PWY-40.sbgn	MetaCyc		MetaCyc	PWY-40	PWY-40
PWY-4002.sbgn	MetaCyc		MetaCyc	PWY-4002	PWY-4002
PWY-401.sbgn	MetaCyc		MetaCyc	PWY-401	PWY-401
PWY-4021.sbgn	MetaCyc		MetaCyc	PWY-4021	PWY-4021
PWY-4041.sbgn	MetaCyc		MetaCyc	PWY-4041	PWY-4041
PWY-4061.sbgn	MetaCyc		MetaCyc	PWY-4061	PWY-4061
PWY-4081.sbgn	MetaCyc		MetaCyc	PWY-4081	PWY-4081
PWY-4101.sbgn	MetaCyc		MetaCyc	PWY-4101	PWY-4101
PWY-4121.sbgn	MetaCyc		MetaCyc	PWY-4121	PWY-4121
PWY-4161.sbgn	MetaCyc		MetaCyc	PWY-4161	PWY-4161
PWY-4181.sbgn	MetaCyc		MetaCyc	PWY-4181	PWY-4181
PWY-4201.sbgn	MetaCyc		MetaCyc	PWY-4201	PWY-4201
PWY-4202.sbgn	MetaCyc		MetaCyc	PWY-4202	PWY-4202
PWY-4203.sbgn	MetaCyc		MetaCyc	PWY-4203	PWY-4203
PWY-4221.sbgn	MetaCyc		MetaCyc	PWY-4221	PWY-4221
PWY-4261.sbgn	MetaCyc		MetaCyc	PWY-4261	PWY-4261
PWY-4281.sbgn	MetaCyc		MetaCyc	PWY-4281	PWY-4281
PWY-43.sbgn	MetaCyc		MetaCyc	PWY-43	PWY-43
PWY-4302.sbgn	MetaCyc		MetaCyc	PWY-4302	PWY-4302
PWY-4321.sbgn	MetaCyc		MetaCyc	PWY-4321	PWY-4321
PWY-4341.sbgn	MetaCyc		MetaCyc	PWY-4341	PWY-4341
PWY-4361.sbgn	MetaCyc		MetaCyc	PWY-4361	PWY-4361
PWY-4381.sbgn	MetaCyc		MetaCyc	PWY-4381	PWY-4381
PWY-4421.sbgn	MetaCyc		MetaCyc	PWY-4421	PWY-4421
PWY-4441.sbgn	MetaCyc		MetaCyc	PWY-4441	PWY-4441
PWY-4502.sbgn	MetaCyc		MetaCyc	PWY-4502	PWY-4502
PWY-4521.sbgn	MetaCyc		MetaCyc	PWY-4521	PWY-4521
PWY-46.sbgn	MetaCyc		MetaCyc	PWY-46	PWY-46
PWY-4601.sbgn	MetaCyc		MetaCyc	PWY-4601	PWY-4601
PWY-4621.sbgn	MetaCyc		MetaCyc	PWY-4621	PWY-4621
PWY-4661.sbgn	MetaCyc		MetaCyc	PWY-4661	PWY-4661
PWY-4681.sbgn	MetaCyc		MetaCyc	PWY-4681	PWY-4681
PWY-4702.sbgn	MetaCyc		MetaCyc	PWY-4702	PWY-4702
PWY-4722.sbgn	MetaCyc		MetaCyc	PWY-4722	PWY-4722
PWY-4741.sbgn	MetaCyc		MetaCyc	PWY-4741	PWY-4741
PWY-4762.sbgn	MetaCyc		MetaCyc	PWY-4762	PWY-4762
PWY-4781.sbgn	MetaCyc		MetaCyc	PWY-4781	PWY-4781
PWY-4801.sbgn	MetaCyc		MetaCyc	PWY-4801	PWY-4801
PWY-481.sbgn	MetaCyc		MetaCyc	PWY-481	PWY-481
PWY-4821.sbgn	MetaCyc		MetaCyc	PWY-4821	PWY-4821
PWY-4841.sbgn	MetaCyc		MetaCyc	PWY-4841	PWY-4841
PWY-4861.sbgn	MetaCyc		MetaCyc	PWY-4861	PWY-4861
PWY-4921.sbgn	MetaCyc		MetaCyc	PWY-4921	PWY-4921
PWY-4922.sbgn	MetaCyc		MetaCyc	PWY-4922	PWY-4922
PWY-4942.sbgn	MetaCyc		MetaCyc	PWY-4942	PWY-4942
PWY-4961.sbgn	MetaCyc		MetaCyc	PWY-4961	PWY-4961
PWY-4981.sbgn	MetaCyc		MetaCyc	PWY-4981	PWY-4981
PWY-4983.sbgn	MetaCyc		MetaCyc	PWY-4983	PWY-4983
PWY-4984.sbgn	MetaCyc		MetaCyc	PWY-4984	PWY-4984
PWY-4985.sbgn	MetaCyc		MetaCyc	PWY-4985	PWY-4985
PWY-5.sbgn	MetaCyc		MetaCyc	PWY-5	PWY-5
PWY-5001.sbgn	MetaCyc		MetaCyc	PWY-5001	PWY-5001
PWY-5002.sbgn	MetaCyc		MetaCyc	PWY-5002	PWY-5002
PWY-5004.sbgn	MetaCyc		MetaCyc	PWY-5004	PWY-5004
PWY-5005.sbgn	MetaCyc		MetaCyc	PWY-5005	PWY-5005
PWY-5021.sbgn	MetaCyc		MetaCyc	PWY-5021	PWY-5021
PWY-5022.sbgn	MetaCyc		MetaCyc	PWY-5022	PWY-5022
PWY-5024.sbgn	MetaCyc		MetaCyc	PWY-5024	PWY-5024
PWY-5025.sbgn	MetaCyc		MetaCyc	PWY-5025	PWY-5025
PWY-5026.sbgn	MetaCyc		MetaCyc	PWY-5026	PWY-5026
PWY-5027.sbgn	MetaCyc		MetaCyc	PWY-5027	PWY-5027
PWY-5028.sbgn	MetaCyc		MetaCyc	PWY-5028	PWY-5028
PWY-5029.sbgn	MetaCyc		MetaCyc	PWY-5029	PWY-5029
PWY-5030.sbgn	MetaCyc		MetaCyc	PWY-5030	PWY-5030
PWY-5031.sbgn	MetaCyc		MetaCyc	PWY-5031	PWY-5031
PWY-5032.sbgn	MetaCyc		MetaCyc	PWY-5032	PWY-5032
PWY-5033.sbgn	MetaCyc		MetaCyc	PWY-5033	PWY-5033
PWY-5034.sbgn	MetaCyc		MetaCyc	PWY-5034	PWY-5034
PWY-5035.sbgn	MetaCyc		MetaCyc	PWY-5035	PWY-5035
PWY-5036.sbgn	MetaCyc		MetaCyc	PWY-5036	PWY-5036
PWY-5037.sbgn	MetaCyc		MetaCyc	PWY-5037	PWY-5037
PWY-5038.sbgn	MetaCyc		MetaCyc	PWY-5038	PWY-5038
PWY-5039.sbgn	MetaCyc		MetaCyc	PWY-5039	PWY-5039
PWY-5040.sbgn	MetaCyc		MetaCyc	PWY-5040	PWY-5040
PWY-5041.sbgn	MetaCyc		MetaCyc	PWY-5041	PWY-5041
PWY-5044.sbgn	MetaCyc		MetaCyc	PWY-5044	PWY-5044
PWY-5045.sbgn	MetaCyc		MetaCyc	PWY-5045	PWY-5045
PWY-5046.sbgn	MetaCyc		MetaCyc	PWY-5046	PWY-5046
PWY-5047.sbgn	MetaCyc		MetaCyc	PWY-5047	PWY-5047
PWY-5048.sbgn	MetaCyc		MetaCyc	PWY-5048	PWY-5048
PWY-5049.sbgn	MetaCyc		MetaCyc	PWY-5049	PWY-5049
PWY-5052.sbgn	MetaCyc		MetaCyc	PWY-5052	PWY-5052
PWY-5053.sbgn	MetaCyc		MetaCyc	PWY-5053	PWY-5053
PWY-5054.sbgn	MetaCyc		MetaCyc	PWY-5054	PWY-5054
PWY-5055.sbgn	MetaCyc		MetaCyc	PWY-5055	PWY-5055
PWY-5057.sbgn	MetaCyc		MetaCyc	PWY-5057	PWY-5057
PWY-5059.sbgn	MetaCyc		MetaCyc	PWY-5059	PWY-5059
PWY-5060.sbgn	MetaCyc		MetaCyc	PWY-5060	PWY-5060
PWY-5061.sbgn	MetaCyc		MetaCyc	PWY-5061	PWY-5061
PWY-5062.sbgn	MetaCyc		MetaCyc	PWY-5062	PWY-5062
PWY-5063.sbgn	MetaCyc		MetaCyc	PWY-5063	PWY-5063
PWY-5064.sbgn	MetaCyc		MetaCyc	PWY-5064	PWY-5064
PWY-5067.sbgn	MetaCyc		MetaCyc	PWY-5067	PWY-5067
PWY-5068.sbgn	MetaCyc		MetaCyc	PWY-5068	PWY-5068
PWY-5070.sbgn	MetaCyc		MetaCyc	PWY-5070	PWY-5070
PWY-5071.sbgn	MetaCyc		MetaCyc	PWY-5071	PWY-5071
PWY-5074.sbgn	MetaCyc		MetaCyc	PWY-5074	PWY-5074
PWY-5075.sbgn	MetaCyc		MetaCyc	PWY-5075	PWY-5075
PWY-5076.sbgn	MetaCyc		MetaCyc	PWY-5076	PWY-5076
PWY-5078.sbgn	MetaCyc		MetaCyc	PWY-5078	PWY-5078
PWY-5079.sbgn	MetaCyc		MetaCyc	PWY-5079	PWY-5079
PWY-5080.sbgn	MetaCyc		MetaCyc	PWY-5080	PWY-5080
PWY-5081.sbgn	MetaCyc		MetaCyc	PWY-5081	PWY-5081
PWY-5082.sbgn	MetaCyc		MetaCyc	PWY-5082	PWY-5082
PWY-5083.sbgn	MetaCyc		MetaCyc	PWY-5083	PWY-5083
PWY-5084.sbgn	MetaCyc		MetaCyc	PWY-5084	PWY-5084
PWY-5086.sbgn	MetaCyc		MetaCyc	PWY-5086	PWY-5086
PWY-5087.sbgn	MetaCyc		MetaCyc	PWY-5087	PWY-5087
PWY-5088.sbgn	MetaCyc		MetaCyc	PWY-5088	PWY-5088
PWY-5094.sbgn	MetaCyc		MetaCyc	PWY-5094	PWY-5094
PWY-5096.sbgn	MetaCyc		MetaCyc	PWY-5096	PWY-5096
PWY-5097.sbgn	MetaCyc		MetaCyc	PWY-5097	PWY-5097
PWY-5098.sbgn	MetaCyc		MetaCyc	PWY-5098	PWY-5098
PWY-5100.sbgn	MetaCyc		MetaCyc	PWY-5100	PWY-5100
PWY-5101.sbgn	MetaCyc		MetaCyc	PWY-5101	PWY-5101
PWY-5103.sbgn	MetaCyc		MetaCyc	PWY-5103	PWY-5103
PWY-5104.sbgn	MetaCyc		MetaCyc	PWY-5104	PWY-5104
PWY-5105.sbgn	MetaCyc		MetaCyc	PWY-5105	PWY-5105
PWY-5107.sbgn	MetaCyc		MetaCyc	PWY-5107	PWY-5107
PWY-5108.sbgn	MetaCyc		MetaCyc	PWY-5108	PWY-5108
PWY-5109.sbgn	MetaCyc		MetaCyc	PWY-5109	PWY-5109
PWY-5110.sbgn	MetaCyc		MetaCyc	PWY-5110	PWY-5110
PWY-5113.sbgn	MetaCyc		MetaCyc	PWY-5113	PWY-5113
PWY-5114.sbgn	MetaCyc		MetaCyc	PWY-5114	PWY-5114
PWY-5115.sbgn	MetaCyc		MetaCyc	PWY-5115	PWY-5115
PWY-5116.sbgn	MetaCyc		MetaCyc	PWY-5116	PWY-5116
PWY-5118.sbgn	MetaCyc		MetaCyc	PWY-5118	PWY-5118
PWY-5119.sbgn	MetaCyc		MetaCyc	PWY-5119	PWY-5119
PWY-5120.sbgn	MetaCyc		MetaCyc	PWY-5120	PWY-5120
PWY-5121.sbgn	MetaCyc		MetaCyc	PWY-5121	PWY-5121
PWY-5122.sbgn	MetaCyc		MetaCyc	PWY-5122	PWY-5122
PWY-5123.sbgn	MetaCyc		MetaCyc	PWY-5123	PWY-5123
PWY-5125.sbgn	MetaCyc		MetaCyc	PWY-5125	PWY-5125
PWY-5129.sbgn	MetaCyc		MetaCyc	PWY-5129	PWY-5129
PWY-5130.sbgn	MetaCyc		MetaCyc	PWY-5130	PWY-5130
PWY-5132.sbgn	MetaCyc		MetaCyc	PWY-5132	PWY-5132
PWY-5133.sbgn	MetaCyc		MetaCyc	PWY-5133	PWY-5133
PWY-5134.sbgn	MetaCyc		MetaCyc	PWY-5134	PWY-5134
PWY-5135.sbgn	MetaCyc		MetaCyc	PWY-5135	PWY-5135
PWY-5136.sbgn	MetaCyc		MetaCyc	PWY-5136	PWY-5136
PWY-5137.sbgn	MetaCyc		MetaCyc	PWY-5137	PWY-5137
PWY-5138.sbgn	MetaCyc		MetaCyc	PWY-5138	PWY-5138
PWY-5139.sbgn	MetaCyc		MetaCyc	PWY-5139	PWY-5139
PWY-5140.sbgn	MetaCyc		MetaCyc	PWY-5140	PWY-5140
PWY-5142.sbgn	MetaCyc		MetaCyc	PWY-5142	PWY-5142
